scenario,frame,frame_ms,fps_monitor,process_ms,memory_mib,nodes,draw_objects,draw_primitives,draw_calls
france_drag,44,196.2220,5.00,214.2390,106.2407,5,3942,288292,1761
france_drag,45,177.1360,5.00,214.2390,106.2439,5,3942,288292,1759
france_drag,46,163.2920,6.00,198.1880,106.2434,5,3942,288292,1761
france_drag,47,182.6150,6.00,198.1880,106.2448,5,3942,288292,1759
france_drag,48,177.6270,6.00,198.1880,106.2462,5,3942,288292,1757
france_drag,49,177.9160,6.00,198.1880,106.2476,5,3942,288292,1755
france_drag,50,172.2050,6.00,198.1880,106.2490,5,3942,288292,1755
france_drag,51,163.5950,5.00,182.1360,106.2521,5,3942,288292,1759
france_drag,52,219.1460,5.00,182.1360,106.2517,5,3942,288292,1761
france_drag,53,210.3260,5.00,182.1360,106.2531,5,3942,288292,1759
france_drag,54,215.4000,5.00,182.1360,106.2545,5,3942,288292,1761
france_drag,55,223.2900,5.00,182.1360,106.2559,5,3942,288292,1761
france_drag,56,172.9350,5.00,223.0600,106.2590,5,3942,288292,1761
france_drag,57,172.9310,5.00,223.0600,106.2586,5,3942,288292,1759
france_drag,58,181.3980,5.00,223.0600,106.2600,5,3942,288292,1757
france_drag,59,162.8530,5.00,223.0600,106.2614,5,3942,288292,1755
france_drag,60,213.0910,5.00,223.0600,106.2628,5,3942,288292,1757
france_drag,61,166.0300,5.00,223.0600,106.2642,5,3942,288292,1759
france_drag,62,171.6260,6.00,212.9760,106.2680,5,3942,288292,1761
france_drag,63,157.6290,6.00,212.9760,106.2683,5,3942,288292,1761
france_drag,64,203.6650,6.00,212.9760,106.2697,5,3942,288292,1761
france_drag,65,202.6080,6.00,212.9760,106.2711,5,3942,288292,1759
france_drag,66,169.3040,6.00,212.9760,106.2725,5,3942,288292,1761
france_drag,67,157.5860,5.00,203.4850,106.2739,5,3942,288292,1759
france_drag,68,224.5330,5.00,203.4850,106.2770,5,3942,288292,1755
france_drag,69,156.1580,5.00,203.4850,106.2766,5,3942,288292,1755
france_drag,70,211.8560,5.00,203.4850,106.2780,5,3942,288292,1757
france_drag,71,200.8640,5.00,203.4850,106.2794,5,3942,288292,1759
france_drag,72,160.0070,5.00,203.4850,106.2808,5,3942,288292,1761
france_drag,73,174.5530,6.00,224.3180,106.2822,5,3942,288292,1759
france_drag,74,156.1160,6.00,224.3180,106.2853,5,3942,288292,1761
france_drag,75,253.7570,6.00,224.3180,106.2849,5,3942,288292,1759
france_drag,76,175.7820,6.00,224.3180,106.2863,5,3942,288292,1761
france_drag,77,218.4150,6.00,224.3180,106.2877,5,3942,288292,1759
france_drag,78,226.2720,5.00,253.5980,106.2891,5,3942,288292,1757
france_drag,79,223.2690,5.00,253.5980,106.2922,5,3942,288292,1755
france_drag,80,197.4350,5.00,253.5980,106.2918,5,3942,288292,1757
france_drag,81,245.3370,5.00,253.5980,106.2932,5,3942,288292,1759
france_drag,82,193.7410,5.00,253.5980,106.2946,5,3942,288292,1761
france_drag,83,155.7130,5.00,245.1650,106.2960,5,3942,288292,1759
france_drag,84,245.1740,5.00,245.1650,106.2991,5,3942,288292,1761
france_drag,85,165.2970,5.00,245.1650,106.2987,5,3942,288292,1759
france_drag,86,163.9110,5.00,245.1650,106.3001,5,3942,288292,1761
france_drag,87,200.9160,5.00,245.1650,106.3015,5,3942,288292,1761
france_drag,88,194.5600,5.00,244.8670,106.3029,5,3942,288292,1757
france_drag,89,195.7780,5.00,244.8670,106.3042,5,3942,288292,1755
france_drag,90,234.8010,5.00,244.8670,106.3074,5,3942,288292,1757
france_drag,91,230.9550,5.00,244.8670,106.3070,5,3942,288292,1759
france_drag,92,197.4870,5.00,244.8670,106.3084,5,3942,288292,1759
france_drag,93,186.5510,5.00,234.6610,106.3108,5,3942,288292,1759
france_drag,94,184.5150,5.00,234.6610,106.3133,5,3942,288292,1761
france_drag,95,232.5770,5.00,234.6610,106.3165,5,3942,288292,1759
france_drag,96,189.9580,5.00,234.6610,106.3161,5,3942,288292,1761
france_drag,97,230.3480,5.00,234.6610,106.3174,5,3942,288292,1761
france_drag,98,177.5300,5.00,232.2470,106.3188,5,3942,288292,1759
france_drag,99,177.9010,5.00,232.2470,106.3202,5,3942,288292,1755
france_drag,100,242.9920,5.00,232.2470,106.3234,5,3942,288292,1757
france_drag,101,166.5970,5.00,232.2470,106.3230,5,3942,288292,1759
france_drag,102,233.5060,5.00,232.2470,106.3244,5,3942,288292,1759
france_drag,103,192.9110,5.00,242.7720,106.3257,5,3942,288292,1761
france_drag,104,178.8410,5.00,242.7720,106.3271,5,3942,288292,1761
france_drag,105,236.1210,5.00,242.7720,106.3303,5,3942,288292,1759
france_drag,106,205.5470,5.00,242.7720,106.3299,5,3942,288292,1761
france_drag,107,219.8160,4.00,235.8820,106.3313,5,3942,288292,1761
nord_96x_drag,0,166.7450,4.00,235.8820,106.8876,5,10532,294812,1736
nord_96x_drag,1,229.6930,4.00,235.8820,106.8926,5,10530,294808,1733
nord_96x_drag,2,216.7580,4.00,235.8820,106.8926,5,10530,294808,1733
nord_96x_drag,3,192.7620,10.00,229.4560,106.8942,5,10530,294808,1733
nord_96x_drag,4,210.4220,10.00,229.4560,106.8956,5,10530,294808,1735
nord_96x_drag,5,194.7020,10.00,229.4560,106.8973,5,10534,294816,1736
nord_96x_drag,6,169.0690,10.00,229.4560,106.8988,5,10534,294816,1734
nord_96x_drag,7,166.1310,10.00,229.4560,106.9019,5,10534,294816,1734
nord_96x_drag,8,184.0920,5.00,210.2270,106.9019,5,10534,294816,1734
nord_96x_drag,9,179.7650,5.00,210.2270,106.9036,5,10534,294816,1736
nord_96x_drag,10,175.6110,5.00,210.2270,106.9050,5,10534,294816,1736
nord_96x_drag,11,169.4160,5.00,210.2270,106.9064,5,10534,294816,1734
nord_96x_drag,12,180.9350,5.00,210.2270,106.9079,5,10530,294808,1733
nord_96x_drag,13,171.2260,5.00,210.2270,106.9112,5,10530,294808,1733
nord_96x_drag,14,186.1080,6.00,185.9780,106.9108,5,10530,294808,1735
nord_96x_drag,15,234.3960,6.00,185.9780,106.9122,5,10530,294808,1735
nord_96x_drag,16,169.8610,6.00,185.9780,106.9136,5,10530,294808,1733
nord_96x_drag,17,173.3630,6.00,185.9780,106.9150,5,10530,294808,1733
nord_96x_drag,18,172.7630,6.00,185.9780,106.9165,5,10530,294808,1733
nord_96x_drag,19,173.9130,5.00,234.2270,106.9199,5,10530,294808,1735
nord_96x_drag,20,176.1180,5.00,234.2270,106.9195,5,10530,294808,1735
nord_96x_drag,21,189.7710,5.00,234.2270,106.9209,5,10530,294808,1733
nord_96x_drag,22,180.5290,5.00,234.2270,106.9223,5,10530,294808,1733
nord_96x_drag,23,186.9750,5.00,234.2270,106.9237,5,10530,294808,1733
nord_96x_drag,24,188.0530,5.00,189.6340,106.9250,5,10527,294802,1734
nord_96x_drag,25,199.2830,5.00,189.6340,106.9282,5,10527,294802,1734
nord_96x_drag,26,184.3030,5.00,189.6340,106.9278,5,10527,294802,1732
nord_96x_drag,27,180.4000,5.00,189.6340,106.9295,5,10527,294802,1732
nord_96x_drag,28,177.5180,5.00,189.6340,106.9312,5,10527,294802,1732
nord_96x_drag,29,217.6430,5.00,189.6340,106.9326,5,10527,294802,1734
nord_96x_drag,30,179.2640,6.00,217.5040,106.9340,5,10524,294796,1733
nord_96x_drag,31,178.4160,6.00,217.5040,106.9371,5,10524,294796,1731
nord_96x_drag,32,188.0050,6.00,217.5040,106.9367,5,10524,294796,1731
nord_96x_drag,33,177.1970,6.00,217.5040,106.9381,5,10524,294796,1731
nord_96x_drag,34,200.5270,6.00,217.5040,106.9395,5,10524,294796,1733
nord_96x_drag,35,187.5070,5.00,200.4030,106.9409,5,10524,294796,1733
nord_96x_drag,36,203.1230,5.00,200.4030,106.9422,5,10519,294786,1730
nord_96x_drag,37,177.9090,5.00,200.4030,106.9453,5,10519,294786,1730
nord_96x_drag,38,187.4440,5.00,200.4030,106.9449,5,10519,294786,1730
nord_96x_drag,39,365.3260,5.00,200.4030,106.9468,5,10519,294786,1732
nord_96x_drag,40,185.7880,5.00,203.0110,106.9486,5,10519,294786,1732
nord_96x_drag,41,182.0920,5.00,203.0110,106.9500,5,10519,294786,1730
nord_96x_drag,42,170.9130,5.00,203.0110,106.9536,5,10519,294786,1730
nord_96x_drag,43,199.9890,5.00,203.0110,106.9532,5,10519,294786,1730
nord_96x_drag,44,207.3470,5.00,203.0110,106.9546,5,10519,294786,1732
nord_96x_drag,45,182.4560,5.00,207.1190,106.9560,5,10519,294786,1732
nord_96x_drag,46,202.3290,5.00,207.1190,106.9574,5,10519,294786,1730
nord_96x_drag,47,259.0560,5.00,207.1190,106.9606,5,10524,294796,1731
nord_96x_drag,48,179.2800,5.00,207.1190,106.9602,5,10524,294796,1731
nord_96x_drag,49,188.7240,5.00,207.1190,106.9616,5,10524,294796,1733
nord_96x_drag,50,191.7940,5.00,258.8410,106.9630,5,10524,294796,1733
nord_96x_drag,51,179.6660,5.00,258.8410,106.9644,5,10524,294796,1731
nord_96x_drag,52,173.0290,5.00,258.8410,106.9658,5,10524,294796,1731
nord_96x_drag,53,185.6340,5.00,258.8410,106.9689,5,10527,294802,1732
nord_96x_drag,54,207.9610,5.00,258.8410,106.9685,5,10527,294802,1734
nord_96x_drag,55,173.2170,5.00,207.7800,106.9699,5,10527,294802,1734
nord_96x_drag,56,170.5470,5.00,207.7800,106.9713,5,10527,294802,1732
nord_96x_drag,57,172.1590,5.00,207.7800,106.9745,5,10527,294802,1732
nord_96x_drag,58,186.3930,5.00,207.7800,106.9759,5,10527,294802,1732
nord_96x_drag,59,175.8170,5.00,207.7800,106.9790,5,10530,294808,1735
nord_96x_drag,60,191.4590,5.00,207.7800,106.9786,5,10530,294808,1733
nord_96x_drag,61,195.5110,6.00,195.4070,106.9807,5,10530,294808,1733
nord_96x_drag,62,176.3740,6.00,195.4070,106.9821,5,10530,294808,1733
nord_96x_drag,63,193.0250,6.00,195.4070,106.9842,5,10530,294808,1735
nord_96x_drag,64,184.8320,6.00,195.4070,106.9856,5,10530,294808,1735
nord_96x_drag,65,184.2640,6.00,195.4070,106.9887,5,10530,294808,1733
nord_96x_drag,66,175.8510,5.00,192.8850,106.9883,5,10530,294808,1733
nord_96x_drag,67,194.6920,5.00,192.8850,106.9897,5,10530,294808,1733
nord_96x_drag,68,176.5950,5.00,192.8850,106.9911,5,10530,294808,1735
nord_96x_drag,69,174.1620,5.00,192.8850,106.9925,5,10530,294808,1735
nord_96x_drag,70,178.2470,5.00,192.8850,106.9938,5,10530,294808,1733
nord_96x_drag,71,189.1850,5.00,192.8850,106.9970,5,10534,294816,1734
nord_96x_drag,72,202.6900,6.00,202.6190,106.9966,5,10534,294816,1734
nord_96x_drag,73,200.4690,6.00,202.6190,106.9980,5,10534,294816,1736
nord_96x_drag,74,226.8660,6.00,202.6190,106.9994,5,10534,294816,1736
nord_96x_drag,75,189.9480,6.00,202.6190,107.0007,5,10534,294816,1734
nord_96x_drag,76,181.8680,4.00,226.6630,107.0039,5,10534,294816,1734
nord_96x_drag,77,230.8380,4.00,226.6630,107.0035,5,10534,294816,1734
nord_96x_drag,78,198.5820,4.00,226.6630,107.0049,5,10534,294816,1736
nord_96x_drag,79,178.0550,4.00,226.6630,107.0063,5,10534,294816,1736
nord_96x_drag,80,187.4920,4.00,226.6630,107.0077,5,10534,294816,1734
nord_96x_drag,81,196.1410,4.00,226.6630,107.0090,5,10534,294816,1734
nord_96x_drag,82,175.8420,6.00,230.7110,107.0125,5,10536,294820,1735
nord_96x_drag,83,186.1420,6.00,230.7110,107.0121,5,10536,294820,1737
nord_96x_drag,84,175.3080,6.00,230.7110,107.0134,5,10536,294820,1737
nord_96x_drag,85,171.5590,6.00,230.7110,107.0147,5,10534,294816,1734
nord_96x_drag,86,182.7420,6.00,230.7110,107.0161,5,10534,294816,1734
nord_96x_drag,87,176.0800,5.00,186.0140,107.0175,5,10534,294816,1734
nord_96x_drag,88,177.9610,5.00,186.0140,107.0206,5,10534,294816,1736
nord_96x_drag,89,168.3260,5.00,186.0140,107.0202,5,10534,294816,1736
nord_96x_drag,90,197.6740,5.00,186.0140,107.0216,5,10534,294816,1734
nord_96x_drag,91,182.7990,5.00,186.0140,107.0230,5,10534,294816,1734
nord_96x_drag,92,199.3710,5.00,186.0140,107.0254,5,10534,294816,1734
nord_96x_drag,93,180.3690,6.00,199.2450,107.0268,5,10534,294816,1736
nord_96x_drag,94,181.9300,6.00,199.2450,107.0311,5,10534,294816,1736
nord_96x_drag,95,185.2640,6.00,199.2450,107.0307,5,10534,294816,1734
nord_96x_drag,96,174.2140,6.00,199.2450,107.0320,5,10530,294808,1733
nord_96x_drag,97,182.0180,6.00,199.2450,107.0334,5,10530,294808,1733
nord_96x_drag,98,183.2400,5.00,184.9760,107.0348,5,10530,294808,1735
nord_96x_drag,99,200.3130,5.00,184.9760,107.0362,5,10530,294808,1735
nord_96x_drag,100,226.6940,5.00,184.9760,107.0393,5,10530,294808,1733
nord_96x_drag,101,193.7570,5.00,184.9760,107.0389,5,10530,294808,1733
nord_96x_drag,102,239.0580,5.00,184.9760,107.0403,5,10530,294808,1733
nord_96x_drag,103,222.8830,5.00,238.8600,107.0417,5,10530,294808,1735
nord_96x_drag,104,200.4660,5.00,238.8600,107.0431,5,10530,294808,1735
nord_96x_drag,105,234.0530,5.00,238.8600,107.0462,5,10530,294808,1733
nord_96x_character_panel_drag,0,162.8560,4.00,304.7710,107.3502,5,10657,296124,1771
nord_96x_character_panel_drag,1,262.0630,4.00,304.7710,107.3528,5,10655,296120,1768
nord_96x_character_panel_drag,2,238.0710,4.00,304.7710,107.3560,5,10655,296120,1770
nord_96x_character_panel_drag,3,206.9790,4.00,304.7710,107.3557,5,10655,296120,1770
nord_96x_character_panel_drag,4,201.6790,9.00,261.8790,107.3571,5,10655,296120,1768
nord_96x_character_panel_drag,5,192.3550,9.00,261.8790,107.3586,5,10655,296120,1768
nord_96x_character_panel_drag,6,171.9350,9.00,261.8790,107.3600,5,10659,296128,1771
nord_96x_character_panel_drag,7,170.6180,9.00,261.8790,107.3614,5,10659,296128,1769
nord_96x_character_panel_drag,8,173.7900,9.00,261.8790,107.3646,5,10659,296128,1769
nord_96x_character_panel_drag,9,199.1330,9.00,261.8790,107.3643,5,10659,296128,1771
nord_96x_character_panel_drag,10,191.4740,6.00,198.8260,107.3657,5,10659,296128,1769
nord_96x_character_panel_drag,11,182.2230,6.00,198.8260,107.3671,5,10659,296128,1769
nord_96x_character_panel_drag,12,190.6160,6.00,198.8260,107.3686,5,10659,296128,1771
nord_96x_character_panel_drag,13,180.6500,6.00,198.8260,107.3701,5,10655,296120,1770
nord_96x_character_panel_drag,14,168.5890,6.00,198.8260,107.3733,5,10655,296120,1768
nord_96x_character_panel_drag,15,173.2390,5.00,189.5170,107.3729,5,10655,296120,1770
nord_96x_character_panel_drag,16,176.1850,5.00,189.5170,107.3743,5,10655,296120,1770
nord_96x_character_panel_drag,17,174.8330,5.00,189.5170,107.3757,5,10655,296120,1768
nord_96x_character_panel_drag,18,178.0790,5.00,189.5170,107.3772,5,10655,296120,1768
nord_96x_character_panel_drag,19,176.1950,5.00,189.5170,107.3788,5,10655,296120,1770
nord_96x_character_panel_drag,20,182.3130,5.00,189.5170,107.3820,5,10655,296120,1768
nord_96x_character_panel_drag,21,190.7280,6.00,190.3640,107.3816,5,10655,296120,1768
nord_96x_character_panel_drag,22,184.8200,6.00,190.3640,107.3830,5,10655,296120,1770
nord_96x_character_panel_drag,23,178.9330,6.00,190.3640,107.3844,5,10655,296120,1770
nord_96x_character_panel_drag,24,203.7470,6.00,190.3640,107.3857,5,10655,296120,1768
nord_96x_character_panel_drag,25,182.3950,6.00,190.3640,107.3871,5,10655,296120,1770
nord_96x_character_panel_drag,26,173.0630,5.00,203.6150,107.3903,5,10652,296114,1769
nord_96x_character_panel_drag,27,177.8080,5.00,203.6150,107.3902,5,10652,296114,1767
nord_96x_character_panel_drag,28,168.9590,5.00,203.6150,107.3919,5,10652,296114,1767
nord_96x_character_panel_drag,29,186.3130,5.00,203.6150,107.3933,5,10652,296114,1769
nord_96x_character_panel_drag,30,191.1390,5.00,203.6150,107.3947,5,10652,296114,1767
nord_96x_character_panel_drag,31,236.9540,5.00,203.6150,107.3960,5,10652,296114,1767
nord_96x_character_panel_drag,32,177.4510,6.00,236.5130,107.3992,5,10649,296108,1768
nord_96x_character_panel_drag,33,182.8930,6.00,236.5130,107.3988,5,10649,296108,1768
nord_96x_character_panel_drag,34,204.2360,6.00,236.5130,107.4002,5,10649,296108,1766
nord_96x_character_panel_drag,35,224.9750,6.00,236.5130,107.4016,5,10649,296108,1768
nord_96x_character_panel_drag,36,243.3670,4.00,243.1860,107.4029,5,10649,296108,1768
nord_96x_character_panel_drag,37,215.7960,4.00,243.1860,107.4061,5,10649,296108,1766
nord_96x_character_panel_drag,38,215.5050,4.00,243.1860,107.4057,5,10649,296108,1766
nord_96x_character_panel_drag,39,172.5370,4.00,243.1860,107.4070,5,10644,296098,1767
nord_96x_character_panel_drag,40,201.4920,4.00,243.1860,107.4084,5,10644,296098,1765
nord_96x_character_panel_drag,41,173.6210,5.00,215.6670,107.4102,5,10644,296098,1765
nord_96x_character_panel_drag,42,190.4370,5.00,215.6670,107.4121,5,10644,296098,1767
nord_96x_character_panel_drag,43,257.5970,5.00,215.6670,107.4153,5,10644,296098,1767
nord_96x_character_panel_drag,44,208.1510,5.00,215.6670,107.4150,5,10649,296108,1766
nord_96x_character_panel_drag,45,232.7340,5.00,215.6670,107.4163,5,10649,296108,1768
nord_96x_character_panel_drag,46,208.7910,5.00,257.4440,107.4177,5,10649,296108,1768
nord_96x_character_panel_drag,47,241.8290,5.00,257.4440,107.4191,5,10649,296108,1766
nord_96x_character_panel_drag,48,270.9530,5.00,257.4440,107.4223,5,10649,296108,1766
nord_96x_character_panel_drag,49,281.7440,5.00,257.4440,107.4219,5,10649,296108,1768
nord_96x_character_panel_drag,50,202.8360,4.00,281.6380,107.4232,5,10649,296108,1766
nord_96x_character_panel_drag,51,181.1870,4.00,281.6380,107.4246,5,10652,296114,1767
nord_96x_character_panel_drag,52,209.3000,4.00,281.6380,107.4260,5,10652,296114,1769
nord_96x_character_panel_drag,53,253.0120,4.00,281.6380,107.4292,5,10652,296114,1769
nord_96x_character_panel_drag,54,246.9160,4.00,281.6380,107.4288,5,10652,296114,1767
nord_96x_character_panel_drag,55,249.8810,5.00,252.7740,107.4301,5,10652,296114,1769
nord_96x_character_panel_drag,56,249.7390,5.00,252.7740,107.4315,5,10652,296114,1769
nord_96x_character_panel_drag,57,270.8350,5.00,252.7740,107.4347,5,10655,296120,1768
nord_96x_character_panel_drag,58,173.2790,5.00,252.7740,107.4343,5,10655,296120,1768
nord_96x_character_panel_drag,59,219.1420,4.00,270.6370,107.4357,5,10655,296120,1770
nord_96x_character_panel_drag,60,185.8030,4.00,270.6370,107.4371,5,10655,296120,1768
nord_96x_character_panel_drag,61,296.9250,4.00,270.6370,107.4384,5,10655,296120,1768
nord_96x_character_panel_drag,62,199.6180,4.00,270.6370,107.4423,5,10655,296120,1770
nord_96x_character_panel_drag,63,211.6640,4.00,296.7660,107.4426,5,10655,296120,1770
nord_96x_character_panel_drag,64,192.5200,4.00,296.7660,107.4440,5,10655,296120,1768
nord_96x_character_panel_drag,65,179.4140,4.00,296.7660,107.4454,5,10655,296120,1770
nord_96x_character_panel_drag,66,256.1620,4.00,296.7660,107.4468,5,10655,296120,1770
nord_96x_character_panel_drag,67,240.7490,4.00,296.7660,107.4499,5,10655,296120,1768
nord_96x_character_panel_drag,68,228.2810,5.00,256.0400,107.4495,5,10655,296120,1768
nord_96x_character_panel_drag,69,217.8160,5.00,256.0400,107.4509,5,10655,296120,1770
nord_96x_character_panel_drag,70,256.2380,5.00,256.0400,107.4523,5,10659,296128,1769
nord_96x_character_panel_drag,71,197.8820,5.00,256.0400,107.4537,5,10659,296128,1769
nord_96x_character_panel_drag,72,221.8890,4.00,256.0450,107.4568,5,10659,296128,1771
nord_96x_character_panel_drag,73,249.6030,4.00,256.0450,107.4564,5,10659,296128,1771
nord_96x_character_panel_drag,74,270.8300,4.00,256.0450,107.4578,5,10659,296128,1769
nord_96x_character_panel_drag,75,220.5550,4.00,256.0450,107.4592,5,10659,296128,1771
nord_96x_character_panel_drag,76,217.9190,4.00,270.6410,107.4606,5,10659,296128,1771
nord_96x_character_panel_drag,77,235.8210,4.00,270.6410,107.4637,5,10659,296128,1769
nord_96x_character_panel_drag,78,266.7940,4.00,270.6410,107.4633,5,10659,296128,1769
nord_96x_character_panel_drag,79,230.0290,4.00,270.6410,107.4647,5,10659,296128,1771
nord_96x_character_panel_drag,80,221.7820,4.00,270.6410,107.4661,5,10659,296128,1769
nord_96x_character_panel_drag,81,182.5980,5.00,266.5730,107.4675,5,10659,296128,1769
nord_96x_character_panel_drag,82,218.0020,5.00,266.5730,107.4708,5,10661,296132,1772
nord_96x_character_panel_drag,83,217.5540,5.00,266.5730,107.4705,5,10661,296132,1772
nord_96x_character_panel_drag,84,231.9950,5.00,266.5730,107.4719,5,10661,296132,1770
nord_96x_character_panel_drag,85,232.7350,4.00,232.5810,107.4731,5,10659,296128,1771
nord_96x_character_panel_drag,86,284.9940,4.00,232.5810,107.4745,5,10659,296128,1771
nord_96x_character_panel_drag,87,245.6060,4.00,232.5810,107.4777,5,10659,296128,1769
nord_96x_character_panel_drag,88,210.7700,4.00,232.5810,107.4773,5,10659,296128,1769
nord_96x_character_panel_drag,89,180.2960,4.00,284.4680,107.4787,5,10659,296128,1771
nord_96x_character_panel_drag,90,268.9880,4.00,284.4680,107.4800,5,10659,296128,1769
nord_96x_character_panel_drag,91,181.6970,4.00,284.4680,107.4814,5,10659,296128,1769
nord_96x_character_panel_drag,92,195.0670,4.00,284.4680,107.4846,5,10659,296128,1771
nord_96x_character_panel_drag,93,231.8430,4.00,284.4680,107.4853,5,10659,296128,1771
nord_96x_character_panel_drag,94,218.8860,5.00,268.8120,107.4877,5,10659,296128,1769
nord_96x_population_drag,0,198.9020,5.00,268.8120,107.3905,5,10530,294808,1734
nord_96x_population_drag,1,204.7080,5.00,268.8120,107.3949,5,10528,294804,1733
nord_96x_population_drag,2,271.3540,5.00,268.8120,107.3946,5,10528,294804,1735
nord_96x_population_drag,3,220.7130,8.00,271.2100,107.3960,5,10528,294804,1733
nord_96x_population_drag,4,184.0290,8.00,271.2100,107.3975,5,10528,294804,1735
nord_96x_population_drag,5,227.3030,8.00,271.2100,107.3990,5,10528,294804,1733
nord_96x_population_drag,6,224.2790,8.00,271.2100,107.4023,5,10532,294812,1734
nord_96x_population_drag,7,283.3590,4.00,283.1510,107.4019,5,10532,294812,1736
nord_96x_population_drag,8,235.3120,4.00,283.1510,107.4034,5,10532,294812,1734
nord_96x_population_drag,9,202.4880,4.00,283.1510,107.4049,5,10532,294812,1736
nord_96x_population_drag,10,214.5140,4.00,283.1510,107.4063,5,10532,294812,1734
nord_96x_population_drag,11,265.0840,4.00,264.8720,107.4095,5,10532,294812,1734
nord_96x_population_drag,12,251.2250,4.00,264.8720,107.4093,5,10532,294812,1736
nord_96x_population_drag,13,198.4540,4.00,264.8720,107.4108,5,10532,294812,1734
nord_96x_population_drag,14,217.2380,4.00,264.8720,107.4123,5,10532,294812,1736
nord_96x_population_drag,15,259.8850,4.00,264.8720,107.4137,5,10528,294804,1733
nord_96x_population_drag,16,203.2980,5.00,259.5070,107.4169,5,10528,294804,1733
nord_96x_population_drag,17,207.5950,5.00,259.5070,107.4165,5,10528,294804,1735
nord_96x_population_drag,18,250.7130,5.00,259.5070,107.4181,5,10528,294804,1733
nord_96x_population_drag,19,208.8480,5.00,259.5070,107.4197,5,10528,294804,1735
nord_96x_population_drag,20,245.1170,4.00,250.4690,107.4212,5,10528,294804,1733
nord_96x_population_drag,21,203.0900,4.00,250.4690,107.4244,5,10528,294804,1733
nord_96x_population_drag,22,200.5680,4.00,250.4690,107.4240,5,10528,294804,1735
nord_96x_market_drag,0,190.7420,4.00,250.4690,107.4089,5,10532,294812,1735
nord_96x_market_drag,1,175.5090,8.00,231.5760,107.4115,5,10530,294808,1734
nord_96x_market_drag,2,222.4700,8.00,231.5760,107.4147,5,10530,294808,1736
nord_96x_market_drag,3,253.3310,8.00,231.5760,107.4144,5,10530,294808,1734
nord_96x_market_drag,4,233.5830,8.00,231.5760,107.4158,5,10530,294808,1736
nord_96x_market_drag,5,193.8400,4.00,253.1960,107.4173,5,10530,294808,1734
nord_96x_market_drag,6,212.0380,4.00,253.1960,107.4187,5,10534,294816,1735
nord_96x_market_drag,7,181.1560,4.00,253.1960,107.4219,5,10534,294816,1737
nord_96x_market_drag,8,228.9470,4.00,253.1960,107.4216,5,10534,294816,1735
nord_96x_market_drag,9,178.6010,4.00,253.1960,107.4230,5,10534,294816,1737
nord_96x_market_drag,10,232.3800,5.00,232.1960,107.4244,5,10534,294816,1735
nord_96x_market_drag,11,211.9510,5.00,232.1960,107.4258,5,10534,294816,1735
nord_96x_market_drag,12,234.2380,5.00,232.1960,107.4291,5,10534,294816,1737
nord_96x_market_drag,13,222.1210,5.00,232.1960,107.4288,5,10534,294816,1735
nord_96x_market_drag,14,214.8460,5.00,232.1960,107.4302,5,10534,294816,1737
nord_96x_market_drag,15,232.9910,5.00,233.8370,107.4316,5,10530,294808,1734
nord_96x_market_drag,16,183.9980,5.00,233.8370,107.4330,5,10530,294808,1734
nord_96x_market_drag,17,184.4270,5.00,233.8370,107.4361,5,10530,294808,1736
nord_96x_market_drag,18,177.2900,5.00,233.8370,107.4360,5,10530,294808,1734
nord_96x_market_drag,19,267.0630,5.00,233.8370,107.4375,5,10530,294808,1736
nord_96x_market_drag,20,219.9510,5.00,266.9620,107.4389,5,10530,294808,1734
nord_96x_market_drag,21,193.1750,5.00,266.9620,107.4403,5,10530,294808,1734
nord_96x_market_drag,22,165.4990,5.00,266.9620,107.4417,5,10530,294808,1736
nord_96x_market_drag,23,202.9470,5.00,266.9620,107.4431,5,10530,294808,1734
nord_96x_war_drag,0,206.1150,4.00,226.0070,107.6792,5,10532,294812,1735
nord_96x_war_drag,1,224.2900,4.00,226.0070,107.6818,5,10530,294808,1734
nord_96x_war_drag,2,278.1130,4.00,226.0070,107.6850,5,10530,294808,1736
nord_96x_war_drag,3,272.1060,4.00,226.0070,107.6846,5,10530,294808,1734
nord_96x_war_drag,4,197.6380,8.00,277.7650,107.6860,5,10530,294808,1736
nord_96x_war_drag,5,204.5660,8.00,277.7650,107.6875,5,10530,294808,1734
nord_96x_war_drag,6,320.5160,8.00,277.7650,107.6889,5,10534,294816,1735
nord_96x_war_drag,7,191.6820,8.00,277.7650,107.6921,5,10534,294816,1737
nord_96x_war_drag,8,230.4310,4.00,320.0930,107.6918,5,10534,294816,1735
nord_96x_war_drag,9,264.7390,4.00,320.0930,107.6933,5,10534,294816,1737
nord_96x_war_drag,10,264.2620,4.00,320.0930,107.6947,5,10534,294816,1735
nord_96x_war_drag,11,191.0440,4.00,320.0930,107.6960,5,10534,294816,1735
nord_96x_war_drag,12,229.7720,4.00,264.4790,107.6993,5,10534,294816,1737
nord_96x_war_drag,13,181.9050,4.00,264.4790,107.6991,5,10534,294816,1735
nord_96x_war_drag,14,216.1160,4.00,264.4790,107.7004,5,10534,294816,1737
nord_96x_war_drag,15,241.1690,4.00,264.4790,107.7018,5,10530,294808,1734
nord_96x_war_drag,16,180.7870,4.00,264.4790,107.7032,5,10530,294808,1734
nord_96x_war_drag,17,233.4420,5.00,241.0150,107.7064,5,10530,294808,1736
nord_96x_war_drag,18,209.5250,5.00,241.0150,107.7062,5,10530,294808,1734
